Probe_Id	Gene_Symbol
ENSMMUG00000019342	ARPC1A
ENSMMUG00000001458	ARPC1B
ENSMMUG00000022808	ARPC2
ENSMMUG00000006492	ARPC3
ENSMMUG00000020628	Arpc5l
ENSMMUG00000008344	ARPP19
ENSMMUG00000015959	ARPP21
ENSMMUG00000013935	ARR3
ENSMMUG00000017529	ARRB1
ENSMMUG00000017654	ARRB2
ENSMMUG00000007401	ARRDC2
ENSMMUG00000003569	ARRDC3
ENSMMUG00000006488	ARRDC4
ENSMMUG00000028922	ARRDC5
ENSMMUG00000016274	ARSA
ENSMMUG00000006792	ARSB
ENSMMUG00000004985	ARSE
ENSMMUG00000011565	ARSI
ENSMMUG00000023597	ARSJ
ENSMMUG00000001209	ARSK
ENSMMUG00000020907	ART3
ENSMMUG00000012789	ART4
ENSMMUG00000003946	ART5
ENSMMUG00000015565	ARTN
ENSMMUG00000005892	ARV1
ENSMMUG00000017153	ARVCF
ENSMMUG00000018435	ARX
ENSMMUG00000007662	AS3MT
ENSMMUG00000015497	ASAH1
ENSMMUG00000012145	ASAP1
ENSMMUG00000018033	ASAP2
ENSMMUG00000009511	ASB1
ENSMMUG00000015736	ASB11
ENSMMUG00000001290	ASB13
ENSMMUG00000021008	ASB14
ENSMMUG00000016867	ASB16
ENSMMUG00000012400	ASB2
ENSMMUG00000013736	ASB5
ENSMMUG00000011816	ASB6
ENSMMUG00000016504	ASB7
ENSMMUG00000002048	ASB8
ENSMMUG00000009479	ASCC1
ENSMMUG00000001675	ASCC2
ENSMMUG00000022287	ASCC3
ENSMMUG00000005747	ASCL1
ENSMMUG00000001322	ASCL2
ENSMMUG00000008526	ASF1A
ENSMMUG00000014135	ASF1B
ENSMMUG00000013675	ASH2L
ENSMMUG00000006529	ASIC1
ENSMMUG00000011413	ASIC2
ENSMMUG00000005449	ASIC5
ENSMMUG00000019157	ASNS
ENSMMUG00000014310	ASNSD1
ENSMMUG00000030388	ASPA
ENSMMUG00000008777	ASPH
ENSMMUG00000018992	ASPHD1
ENSMMUG00000023441	ASPHD2
ENSMMUG00000000245	ASPM
ENSMMUG00000013831	ASRGL1
ENSMMUG00000019199	ASS1
ENSMMUG00000005142	ASTE1
ENSMMUG00000023216	ASTN1
ENSMMUG00000013105	ASTN2
ENSMMUG00000006466	ASUN
ENSMMUG00000007117	ASXL1
ENSMMUG00000001377	ASXL2
ENSMMUG00000014451	ASXL3
ENSMMUG00000006414	ATAD1
ENSMMUG00000020467	ATAD2
ENSMMUG00000020952	ATAD2B
ENSMMUG00000012095	ATF1
ENSMMUG00000012185	ATF3
ENSMMUG00000004499	ATF4
ENSMMUG00000011630	ATF5
ENSMMUG00000004049	ATF6
ENSMMUG00000015229	ATF6B
ENSMMUG00000003664	ATF7IP
ENSMMUG00000005913	ATF7IP2
ENSMMUG00000003577	ATG10
ENSMMUG00000019672	ATG13
ENSMMUG00000003761	ATG14
ENSMMUG00000023358	ATG16L1
ENSMMUG00000001293	ATG16L2
ENSMMUG00000003973	ATG2A
ENSMMUG00000003658	ATG2B
ENSMMUG00000014232	ATG3
ENSMMUG00000007190	ATG4A
ENSMMUG00000000386	ATG4C
ENSMMUG00000011950	ATG4D
ENSMMUG00000019679	ATG5
ENSMMUG00000021804	ATG7
ENSMMUG00000019619	ATG9A
ENSMMUG00000020438	ATG9B
ENSMMUG00000004625	ATHL1
ENSMMUG00000012318	ATIC
ENSMMUG00000009577	ATL1
ENSMMUG00000008463	ATL2
ENSMMUG00000005776	ATL3
ENSMMUG00000004153	ATM
ENSMMUG00000013086	ATMIN
ENSMMUG00000002367	ATOH1
ENSMMUG00000009560	ATOX1
ENSMMUG00000017641	ATP10A
ENSMMUG00000012643	ATP10B
ENSMMUG00000021778	ATP10D
ENSMMUG00000013625	ATP11A
ENSMMUG00000007234	ATP11C
ENSMMUG00000022608	ATP12A
ENSMMUG00000001610	ATP13A2
ENSMMUG00000012032	ATP13A3
ENSMMUG00000008151	ATP1A1
ENSMMUG00000017833	ATP1A2
ENSMMUG00000017427	ATP1A3
ENSMMUG00000017836	ATP1A4
ENSMMUG00000021078	ATP1B1
ENSMMUG00000019001	ATP1B2
ENSMMUG00000007203	ATP1B3
ENSMMUG00000012256	ATP1B3
ENSMMUG00000008263	ATP2A3
ENSMMUG00000023378	ATP2B1
ENSMMUG00000021116	ATP2B4
ENSMMUG00000005137	ATP2C1
ENSMMUG00000013542	ATP2C2
ENSMMUG00000003570	ATP5A1
ENSMMUG00000030356	ATP5B
ENSMMUG00000009207	ATP5C1
ENSMMUG00000007091	ATP5D
ENSMMUG00000013185	ATP5E
ENSMMUG00000003313	ATP5F1
ENSMMUG00000013395	ATP5G1
ENSMMUG00000016241	ATP5G2
ENSMMUG00000003954	ATP5G3
ENSMMUG00000029649	ATP5G3
ENSMMUG00000011647	ATP5H
ENSMMUG00000008725	ATP5J
ENSMMUG00000015263	ATP5J2
ENSMMUG00000031217	ATP5J2
ENSMMUG00000030408	ATP5J2-PTCD1/PTCD1
ENSMMUG00000017604	ATP5L
ENSMMUG00000015504	ATP5O
ENSMMUG00000014348	ATP5SL
ENSMMUG00000029954	ATP6AP1L
ENSMMUG00000012762	ATP6AP2
ENSMMUG00000022644	ATP6V0A1
ENSMMUG00000006546	ATP6V0A2
ENSMMUG00000015154	ATP6V0B
ENSMMUG00000001618	ATP6V0D2
ENSMMUG00000013825	ATP6V0E1
ENSMMUG00000007366	ATP6V1A
ENSMMUG00000020740	ATP6V1A
ENSMMUG00000002090	ATP6V1B1
ENSMMUG00000020000	ATP6V1B2
ENSMMUG00000001078	ATP6V1C1
ENSMMUG00000010320	ATP6V1C2
ENSMMUG00000021418	ATP6V1D
ENSMMUG00000021477	ATP6V1E1
ENSMMUG00000016520	ATP7B
ENSMMUG00000017733	ATP8A1
ENSMMUG00000008520	ATP8A2
ENSMMUG00000019976	ATP8B1
ENSMMUG00000023364	ATP8B2
ENSMMUG00000002846	ATP8B3
ENSMMUG00000003684	ATP8B4
ENSMMUG00000000918	ATP9A
ENSMMUG00000021792	ATP9B
ENSMMUG00000004863	ATPAF1
ENSMMUG00000003657	ATPAF2
ENSMMUG00000004160	ATPBD4
ENSMMUG00000018678	ATPIF1
ENSMMUG00000007927	ATR
ENSMMUG00000010263	ATRAID
ENSMMUG00000010058	ATRIP
ENSMMUG00000022283	ATRN
ENSMMUG00000001905	ATRNL1
ENSMMUG00000022574	ATRX
ENSMMUG00000008955	ATXN10
ENSMMUG00000029089	ATXN1L
ENSMMUG00000002226	ATXN2
ENSMMUG00000005815	ATXN7L2
ENSMMUG00000019923	ATXN7L3
ENSMMUG00000015798	AUH
ENSMMUG00000007856	AUNIP
ENSMMUG00000002131	AUP1
ENSMMUG00000000070	AURKA
ENSMMUG00000015830	AURKAIP1
ENSMMUG00000002997	AURKB
ENSMMUG00000000929	AURKC
ENSMMUG00000017675	AUTS2
ENSMMUG00000005278	AVEN
ENSMMUG00000005319	AVIL
ENSMMUG00000011770	AVL9
ENSMMUG00000013326	AVPI1
ENSMMUG00000000549	AVPR1A
ENSMMUG00000002255	AVPR1B
ENSMMUG00000005026	AVPR2
ENSMMUG00000013931	AWAT1
ENSMMUG00000017755	AWAT2
ENSMMUG00000003769	AXDND1
ENSMMUG00000000605	AXIN1
ENSMMUG00000016595	AXIN2
ENSMMUG00000022504	AZGP1
ENSMMUG00000021096	AZI1
ENSMMUG00000000056	AZI2
ENSMMUG00000001338	AZIN1
ENSMMUG00000003760	B2M
ENSMMUG00000003541	B3GALNT1
ENSMMUG00000021775	B3GALT1
ENSMMUG00000022648	B3GALT2
ENSMMUG00000003868	B3GALT4
ENSMMUG00000003428	B3GALT5
ENSMMUG00000019519	B3GALT6
ENSMMUG00000017557	B3GAT2
ENSMMUG00000015992	B3GNT1
ENSMMUG00000014181	B3GNT2
ENSMMUG00000012280	B3GNT3
ENSMMUG00000012654	B3GNT4
ENSMMUG00000031605	B3GNT5
ENSMMUG00000018173	B3GNT6
ENSMMUG00000011777	B3GNT7
ENSMMUG00000014347	B3GNT8
ENSMMUG00000001110	B3GNTL1
ENSMMUG00000001182	B4GALNT1
ENSMMUG00000015845	B4GALNT2
ENSMMUG00000013894	B4GALNT3
ENSMMUG00000021723	B4GALNT4
ENSMMUG00000002086	B4GALT1
ENSMMUG00000015155	B4GALT2
ENSMMUG00000022629	B4GALT3
ENSMMUG00000003592	B4GALT4
ENSMMUG00000002124	B4GALT5
ENSMMUG00000016674	B4GALT6
ENSMMUG00000029662	B4GALT7
ENSMMUG00000000138	B9D1
ENSMMUG00000023704	B9D2
ENSMMUG00000019398	BAALC
ENSMMUG00000023793	BAAT
ENSMMUG00000013923	BABAM1
ENSMMUG00000007785	BACE1
ENSMMUG00000004257	BACE2
ENSMMUG00000011095	BACH1
ENSMMUG00000009736	BACH2
ENSMMUG00000012952	BAD
ENSMMUG00000020148	BAG1
ENSMMUG00000018002	BAG2
ENSMMUG00000000798	BAG3
ENSMMUG00000013775	BAG4
ENSMMUG00000017005	BAG5
ENSMMUG00000018984	BAHCC1
ENSMMUG00000017165	BAHD1
ENSMMUG00000019877	BAI1
ENSMMUG00000015512	BAIAP2
ENSMMUG00000013276	BAIAP2L1
ENSMMUG00000002699	BAIAP2L2
ENSMMUG00000021415	BAIAP3
ENSMMUG00000000567	BAMBI
ENSMMUG00000019114	BANF1
ENSMMUG00000008441	BANK1
ENSMMUG00000009473	BANP
ENSMMUG00000016982	BAP1
ENSMMUG00000005700	BARD1
ENSMMUG00000002258	BARX2
ENSMMUG00000011892	BASP1
ENSMMUG00000003834	BATF
ENSMMUG00000006568	BATF2
ENSMMUG00000015056	BATF3
ENSMMUG00000003907	BAX
ENSMMUG00000015074	BAZ1A
ENSMMUG00000014270	BAZ1B
ENSMMUG00000019332	BAZ2A
ENSMMUG00000006182	BAZ2B
ENSMMUG00000017862	BBS10
ENSMMUG00000030171	BBS12
ENSMMUG00000013268	BBS2
ENSMMUG00000013685	BBS4
ENSMMUG00000020506	BBS5
ENSMMUG00000009819	BBS7
ENSMMUG00000002886	BBS9
ENSMMUG00000003273	BCAM
ENSMMUG00000017093	BCAN
ENSMMUG00000030218	BCAP29
ENSMMUG00000012744	BCAP31
ENSMMUG00000015924	BCAR3
ENSMMUG00000020082	BCAS1
ENSMMUG00000017197	BCAS3
ENSMMUG00000012127	BCAS4
ENSMMUG00000012223	BCAT1
ENSMMUG00000010079	BCAT2
ENSMMUG00000008541	BCCIP
ENSMMUG00000022911	BCDIN3D
ENSMMUG00000003742	BCHE
ENSMMUG00000016032	BCKDK
ENSMMUG00000005720	BCL10
ENSMMUG00000003261	BCL11B
ENSMMUG00000003364	BCL2A1
ENSMMUG00000005985	BCL2L1
ENSMMUG00000018423	BCL2L11
ENSMMUG00000021476	BCL2L13
ENSMMUG00000023315	BCL2L14
ENSMMUG00000006787	BCL2L15
ENSMMUG00000013776	BCL3
ENSMMUG00000009198	BCL6
ENSMMUG00000016268	BCL6B
ENSMMUG00000012650	BCL7A
ENSMMUG00000023063	BCL7B
ENSMMUG00000003225	BCL7C
ENSMMUG00000016786	BCL9
ENSMMUG00000015249	BCO2
ENSMMUG00000005292	BCOR
ENSMMUG00000008781	BCORL1
ENSMMUG00000023622	BCR
ENSMMUG00000006740	BCS1L
ENSMMUG00000019085	BDH2
ENSMMUG00000006611	BDKRB2
ENSMMUG00000008634	BDNF
ENSMMUG00000009057	BDP1
ENSMMUG00000029971	BECN1
ENSMMUG00000013874	BEGAIN
ENSMMUG00000006337	BEND3
ENSMMUG00000015808	BEND4
ENSMMUG00000019137	BEND5
ENSMMUG00000000795	BEND6
ENSMMUG00000015147	BEST1
ENSMMUG00000006278	BEST2
ENSMMUG00000021052	BEST4
ENSMMUG00000000007	BET1
ENSMMUG00000011505	BET1L
ENSMMUG00000002173	Bex1
ENSMMUG00000004155	BEX2
ENSMMUG00000004150	BEX4
ENSMMUG00000008264	BFAR
ENSMMUG00000014632	BFSP1
ENSMMUG00000019857	BFSP2
ENSMMUG00000000084	BGLAP
ENSMMUG00000012743	BGN
ENSMMUG00000003419	BHLHB9
ENSMMUG00000028979	BHLHE22
ENSMMUG00000014588	BHLHE40
ENSMMUG00000009897	BHMT
ENSMMUG00000006796	BHMT2
ENSMMUG00000015750	BICC1
ENSMMUG00000001061	BICD2
ENSMMUG00000004739	BIK
ENSMMUG00000023163	BIN2
ENSMMUG00000003400	BIRC2
ENSMMUG00000003398	BIRC3
ENSMMUG00000013767	BIRC5
ENSMMUG00000009367	BIRC6
ENSMMUG00000009229	BIRC7
ENSMMUG00000015940	BLCAP
ENSMMUG00000019526	BLM
ENSMMUG00000001026	BLMH
ENSMMUG00000008687	BLNK
ENSMMUG00000013227	BLOC1S1
ENSMMUG00000010827	BLOC1S2
ENSMMUG00000022934	BLOC1S3
ENSMMUG00000021885	BLOC1S4
ENSMMUG00000021604	BLOC1S5
ENSMMUG00000004449	BLOC1S6
ENSMMUG00000017382	BLVRA
ENSMMUG00000015603	BLVRB
ENSMMUG00000021080	BLZF1
ENSMMUG00000014372	BMF
ENSMMUG00000013031	BMP1
ENSMMUG00000019849	BMP2
ENSMMUG00000011639	BMP2K
ENSMMUG00000010347	BMP3
ENSMMUG00000000429	BMP4
ENSMMUG00000011858	BMP5
ENSMMUG00000021600	BMP6
ENSMMUG00000004074	BMP7
ENSMMUG00000017232	BMPER
ENSMMUG00000011852	BMPR1A
ENSMMUG00000006702	BMPR1B
ENSMMUG00000009009	BMPR2
ENSMMUG00000007484	BMS1
ENSMMUG00000014047	BMX
ENSMMUG00000001141	BNC2
ENSMMUG00000014607	BNIP1
ENSMMUG00000020348	BNIP2
ENSMMUG00000023646	BNIP3L
ENSMMUG00000013443	BOC
ENSMMUG00000013793	BOD1
ENSMMUG00000022027	BOD1L1
ENSMMUG00000005661	BOK
ENSMMUG00000007258	BOLA1
ENSMMUG00000015207	BOLA3
ENSMMUG00000023811	BOLL
ENSMMUG00000000784	BORA
ENSMMUG00000004598	BPGM
ENSMMUG00000008483	BPHL
ENSMMUG00000006726	BPIFC
ENSMMUG00000017107	BRAP
ENSMMUG00000004087	BRAT1
ENSMMUG00000001329	BRCA1
ENSMMUG00000007197	BRCA2
ENSMMUG00000004737	BRCC3
ENSMMUG00000010253	BRCC3
ENSMMUG00000000553	BRD1
ENSMMUG00000023138	BRD2
ENSMMUG00000005463	BRD3
ENSMMUG00000003119	BRD7
ENSMMUG00000001507	BRD8
ENSMMUG00000014738	BRD9
ENSMMUG00000029174	BRF1
ENSMMUG00000003212	BRF2
ENSMMUG00000013275	BRI3
ENSMMUG00000005213	BRI3BP
ENSMMUG00000019233	BRICD5
ENSMMUG00000009027	BRIP1
ENSMMUG00000000442	BRIX1
ENSMMUG00000015991	BRMS1
ENSMMUG00000010665	BRMS1L
ENSMMUG00000015026	BROX
ENSMMUG00000006116	BRPF1
ENSMMUG00000008504	BRWD1
ENSMMUG00000010763	BRWD3
ENSMMUG00000001264	BSDC1
ENSMMUG00000018740	BSG
ENSMMUG00000014537	BSN
ENSMMUG00000005851	BSPRY
ENSMMUG00000005829	BST2
ENSMMUG00000017627	BTAF1
ENSMMUG00000009695	BTBD10
ENSMMUG00000015540	BTBD11
ENSMMUG00000013038	BTBD16
ENSMMUG00000006618	BTBD2
ENSMMUG00000018913	BTBD3
ENSMMUG00000002199	BTBD8
ENSMMUG00000001634	BTBD9
ENSMMUG00000002778	BTC
ENSMMUG00000020762	BTD
ENSMMUG00000022291	BTF3
ENSMMUG00000003636	BTF3L4
ENSMMUG00000009555	BTG1
ENSMMUG00000011981	BTG2
ENSMMUG00000002116	BTG3
ENSMMUG00000019573	BTK
ENSMMUG00000014231	BTLA
ENSMMUG00000023008	BTN1A1
ENSMMUG00000021969	BTN2A1
ENSMMUG00000004732	BTN2A2
ENSMMUG00000021971	BTN3A3
ENSMMUG00000029634	BTNL3
ENSMMUG00000019858	BTNL8
ENSMMUG00000017653	BUB1
ENSMMUG00000016686	BUB1B
ENSMMUG00000003092	BUB3
ENSMMUG00000000427	BUD31
ENSMMUG00000014471	BVES
ENSMMUG00000004416	BYSL
ENSMMUG00000018087	BZRAP1
ENSMMUG00000022202	BZW1
ENSMMUG00000017045	BZW2
ENSMMUG00000017490	C10orf10
ENSMMUG00000013152	C10orf107
ENSMMUG00000023415	C10orf11
ENSMMUG00000010427	C10orf12
ENSMMUG00000030590	C10orf128
ENSMMUG00000020485	C10orf131
ENSMMUG00000008535	C10orf137
ENSMMUG00000010677	C10orf2
ENSMMUG00000007660	C10orf32
ENSMMUG00000016240	C10orf35
ENSMMUG00000017765	C10orf68
ENSMMUG00000001539	C10orf76
ENSMMUG00000008564	C10orf88
ENSMMUG00000009663	C10orf90
ENSMMUG00000005966	C11orf1
ENSMMUG00000019253	C11orf24
ENSMMUG00000022401	C11orf30
ENSMMUG00000002566	C11orf31
ENSMMUG00000016881	C11orf42
ENSMMUG00000006355	C11orf49
ENSMMUG00000030912	C11orf52
ENSMMUG00000005445	C11orf53
ENSMMUG00000011649	C11orf54
ENSMMUG00000019421	C11orf57
ENSMMUG00000017626	C11orf58
ENSMMUG00000015731	C11orf63
ENSMMUG00000020167	C11orf65
ENSMMUG00000008654	C11orf68
ENSMMUG00000003394	C11orf70
ENSMMUG00000012271	C11orf71
ENSMMUG00000017730	C11orf73
ENSMMUG00000018269	C11orf74
ENSMMUG00000030946	C11orf75
ENSMMUG00000007841	C11orf82
ENSMMUG00000013950	C11orf83
ENSMMUG00000018152	C11orf84
ENSMMUG00000008731	C11orf87
ENSMMUG00000006655	C11orf9
ENSMMUG00000022034	C12orf10
ENSMMUG00000022279	C12orf23
ENSMMUG00000006502	C12orf28
ENSMMUG00000015860	C12orf29
ENSMMUG00000015188	C12orf4
ENSMMUG00000010077	C12orf40
ENSMMUG00000015392	C12orf44
ENSMMUG00000017133	C12orf45
ENSMMUG00000018247	C12orf49
ENSMMUG00000008548	C12orf5
ENSMMUG00000001129	C12orf52
ENSMMUG00000020533	C12orf56
ENSMMUG00000010202	C12orf57
ENSMMUG00000001955	C12orf66
ENSMMUG00000007704	C12orf68
ENSMMUG00000021736	C12orf70
ENSMMUG00000031591	C12orf73
ENSMMUG00000012064	C14orf1
ENSMMUG00000020885	C14orf101
ENSMMUG00000018793	C14orf142
ENSMMUG00000008964	C14orf159
ENSMMUG00000018200	C14orf166
ENSMMUG00000000315	C14orf169
ENSMMUG00000004915	C14orf2
ENSMMUG00000002121	C14orf37
ENSMMUG00000001273	C14orf79
ENSMMUG00000007159	C14orf80
ENSMMUG00000008477	C14orf93
ENSMMUG00000011044	C15orf27
ENSMMUG00000008529	C15orf39
ENSMMUG00000015890	C15orf40
ENSMMUG00000006837	C15orf41
ENSMMUG00000017130	C15orf43
ENSMMUG00000020539	C15orf52
ENSMMUG00000020938	C15orf55
ENSMMUG00000001482	C15orf57
ENSMMUG00000002334	C15orf59
ENSMMUG00000009867	C15orf60
ENSMMUG00000020012	C15orf61
ENSMMUG00000021968	C16orf13
ENSMMUG00000012057	C16orf45
ENSMMUG00000013087	C16orf46
ENSMMUG00000021210	C16orf54
ENSMMUG00000014908	C16orf55
ENSMMUG00000000899	C16orf58
ENSMMUG00000000002	C16orf59
ENSMMUG00000013338	C16orf62
ENSMMUG00000018102	C16orf70
ENSMMUG00000014311	C16orf71
ENSMMUG00000001944	C16orf72
ENSMMUG00000011283	C16orf74
ENSMMUG00000015891	C16orf80
ENSMMUG00000008593	C16orf87
ENSMMUG00000002707	C16orf88
ENSMMUG00000017225	C16orf89
ENSMMUG00000020880	C16orf93
ENSMMUG00000018631	C16orf96
ENSMMUG00000008663	C17orf103
ENSMMUG00000015047	C17orf104
ENSMMUG00000016266	C17orf49
ENSMMUG00000022228	C17orf50
ENSMMUG00000006808	C17orf53
ENSMMUG00000002998	C17orf59
ENSMMUG00000002999	C17orf59
ENSMMUG00000019222	C17orf62
ENSMMUG00000022233	C17orf66
ENSMMUG00000030165	C17orf67
ENSMMUG00000001585	C17orf70
ENSMMUG00000022379	C17orf75
ENSMMUG00000001269	C17orf80
ENSMMUG00000008555	C17orf85
ENSMMUG00000013378	C17orf96
ENSMMUG00000001533	C17orf97
ENSMMUG00000018782	C18orf21
ENSMMUG00000011473	C18orf25
ENSMMUG00000021480	C18orf8
ENSMMUG00000021690	C19orf12
ENSMMUG00000022104	C19orf24
ENSMMUG00000012518	C19orf33
ENSMMUG00000018981	C19orf38
ENSMMUG00000006274	C19orf43
ENSMMUG00000008946	C19orf47
ENSMMUG00000007318	C19orf52
ENSMMUG00000020007	C19orf53
ENSMMUG00000017708	C19orf54
ENSMMUG00000002392	C19orf55
ENSMMUG00000008317	C19orf57
ENSMMUG00000012535	C19orf59
ENSMMUG00000000159	C19orf60
ENSMMUG00000014592	C19orf68
ENSMMUG00000017209	C1D
ENSMMUG00000016338	C1GALT1
ENSMMUG00000023574	C1GALT1C1
ENSMMUG00000000015	C1orf100
ENSMMUG00000000021	C1orf101
ENSMMUG00000014342	C1orf109
ENSMMUG00000004790	C1orf111
ENSMMUG00000016582	C1orf112
ENSMMUG00000000065	C1orf114
ENSMMUG00000023478	C1orf115
ENSMMUG00000022173	C1orf116
ENSMMUG00000007608	C1orf123
ENSMMUG00000005803	C1orf131
ENSMMUG00000010094	C1orf146
ENSMMUG00000003579	C1orf162
ENSMMUG00000010408	C1orf168
ENSMMUG00000002555	C1orf172
ENSMMUG00000021575	C1orf177
ENSMMUG00000002254	C1orf186
ENSMMUG00000008251	C1orf192
ENSMMUG00000005886	C1orf198
ENSMMUG00000005409	C1orf21
ENSMMUG00000002647	C1orf210
ENSMMUG00000011957	C1orf216
ENSMMUG00000031513	C1orf226
ENSMMUG00000019289	C1orf227
ENSMMUG00000013341	C1orf228
ENSMMUG00000009085	C1orf27
ENSMMUG00000002791	C1orf35
ENSMMUG00000010808	C1orf43
ENSMMUG00000016111	C1orf50
ENSMMUG00000021388	C1orf51
ENSMMUG00000010020	C1orf52
ENSMMUG00000012257	C1orf53
ENSMMUG00000010072	C1orf56
ENSMMUG00000002970	C1orf63
ENSMMUG00000022064	C1orf74
ENSMMUG00000000092	C1orf85
ENSMMUG00000006756	C1orf87
ENSMMUG00000008640	C1orf95
ENSMMUG00000020755	C1QA
ENSMMUG00000006592	C1QBP
ENSMMUG00000020756	C1QC
ENSMMUG00000011009	C1QL1
ENSMMUG00000016064	C1QL3
ENSMMUG00000009504	C1QTNF1
ENSMMUG00000015219	C1QTNF2
ENSMMUG00000009841	C1QTNF3
ENSMMUG00000004294	C1QTNF4
ENSMMUG00000018851	C1QTNF6
ENSMMUG00000007363	C1QTNF7
ENSMMUG00000022609	C1QTNF9
ENSMMUG00000030809	C1QTNF9B-AS1
ENSMMUG00000012786	C1S
ENSMMUG00000007121	C20orf112
ENSMMUG00000002089	C20orf118
ENSMMUG00000014380	C20orf132
ENSMMUG00000007344	C20orf173
ENSMMUG00000017467	C20orf194
ENSMMUG00000006069	C20orf195
ENSMMUG00000022345	C20orf196
ENSMMUG00000011429	C20orf26
ENSMMUG00000022079	C20orf27
ENSMMUG00000011479	C20orf72
ENSMMUG00000017286	C20orf96
ENSMMUG00000005272	C21orf33
ENSMMUG00000010304	C21orf59
ENSMMUG00000012298	C21orf62
ENSMMUG00000003024	C21orf7
ENSMMUG00000019155	C21orf91
ENSMMUG00000021560	C22orf23
ENSMMUG00000006720	C22orf28
ENSMMUG00000013061	C22orf32
ENSMMUG00000007290	C22orf46
ENSMMUG00000007030	C2CD2
ENSMMUG00000014875	C2CD2L
ENSMMUG00000010321	C2CD3
ENSMMUG00000001363	C2CD4A
ENSMMUG00000001365	C2CD4B
ENSMMUG00000000484	C2CD4C
ENSMMUG00000006641	C2CD5
ENSMMUG00000000575	C2orf15
ENSMMUG00000030890	C2orf16
ENSMMUG00000001697	C2orf40
ENSMMUG00000003355	C2orf43
ENSMMUG00000012340	C2orf44
ENSMMUG00000023168	C2orf47
ENSMMUG00000008436	C2orf49
ENSMMUG00000031218	C2orf62
ENSMMUG00000023166	C2orf69
ENSMMUG00000014296	C2orf70
ENSMMUG00000031146	C2orf72
ENSMMUG00000002155	C2orf73
ENSMMUG00000004698	C2orf76
ENSMMUG00000015613	C2orf81
ENSMMUG00000012214	C2orf82
ENSMMUG00000007282	C2orf88
ENSMMUG00000008693	C3
ENSMMUG00000032156	C3AR1
ENSMMUG00000012495	C3orf14
ENSMMUG00000014876	C3orf17
ENSMMUG00000010499	C3orf18
ENSMMUG00000018195	C3orf33
ENSMMUG00000013167	C3orf37
ENSMMUG00000020118	C3orf45
ENSMMUG00000016072	C3orf52
ENSMMUG00000017055	C3orf58
ENSMMUG00000008282	C3orf62
ENSMMUG00000000430	C3orf70
ENSMMUG00000031557	C3orf80
ENSMMUG00000013738	C4BPA
ENSMMUG00000009691	C4orf19
ENSMMUG00000023591	C4orf21
ENSMMUG00000010232	C4orf27
ENSMMUG00000030179	C4orf3
ENSMMUG00000010698	C4orf32
ENSMMUG00000002148	C4orf33
ENSMMUG00000004645	C4orf46
ENSMMUG00000006680	C4orf52
ENSMMUG00000020124	C5
ENSMMUG00000009278	C5AR1
ENSMMUG00000000489	C5orf15
ENSMMUG00000012200	C5orf22
ENSMMUG00000004013	C5orf24
ENSMMUG00000004211	C5orf30
ENSMMUG00000011877	C5orf34
ENSMMUG00000009413	C5orf4
ENSMMUG00000016519	C5orf44
ENSMMUG00000018745	C5orf49
ENSMMUG00000003968	C5orf51
ENSMMUG00000023074	C5orf54
ENSMMUG00000009523	C5orf63
ENSMMUG00000021034	C6
ENSMMUG00000019531	C6orf1
ENSMMUG00000022824	C6orf106
ENSMMUG00000007771	C6orf132
ENSMMUG00000019959	C6orf136
ENSMMUG00000012076	C6orf141
ENSMMUG00000022466	C6orf163
ENSMMUG00000017715	C6orf170
ENSMMUG00000007391	C6orf203
ENSMMUG00000018343	C6orf211
ENSMMUG00000000686	C6orf222
ENSMMUG00000015694	C6orf25
ENSMMUG00000005305	C6orf47
ENSMMUG00000018786	C6orf52
ENSMMUG00000009062	C6orf57
ENSMMUG00000002682	C6orf62
ENSMMUG00000015341	C6orf70
ENSMMUG00000005004	C6orf89
ENSMMUG00000014171	C7
ENSMMUG00000001702	C7orf10
ENSMMUG00000022449	C7orf25
ENSMMUG00000007206	C7orf50
ENSMMUG00000008037	C7orf53
ENSMMUG00000006769	C7orf55
ENSMMUG00000007036	C7orf57
ENSMMUG00000015547	C7orf60
ENSMMUG00000030395	C7orf61
ENSMMUG00000023654	C7orf63
ENSMMUG00000016084	C8orf33
ENSMMUG00000004573	C8orf34
ENSMMUG00000016496	C8orf37
ENSMMUG00000022984	C8orf4
ENSMMUG00000020187	C8orf40
ENSMMUG00000011108	C8orf42
ENSMMUG00000022419	C8orf46
ENSMMUG00000011824	C8orf47
ENSMMUG00000006138	C8orf58
ENSMMUG00000006381	C8orf59
ENSMMUG00000001639	C8orf73
ENSMMUG00000006050	C8orf76
ENSMMUG00000016423	C9orf117
ENSMMUG00000031598	C9orf129
ENSMMUG00000020188	C9orf131
ENSMMUG00000021432	C9orf142
ENSMMUG00000011938	C9orf152
ENSMMUG00000015654	C9orf156
ENSMMUG00000004588	C9orf171
ENSMMUG00000020771	C9orf24
ENSMMUG00000031678	C9orf40
ENSMMUG00000010399	C9orf41
ENSMMUG00000007179	C9orf43
ENSMMUG00000018870	C9orf64
ENSMMUG00000016508	C9orf72
ENSMMUG00000003795	C9orf78
ENSMMUG00000023307	C9orf84
ENSMMUG00000018881	C9orf85
ENSMMUG00000013692	C9orf89
ENSMMUG00000021158	C9orf9
ENSMMUG00000004900	C9orf91
ENSMMUG00000000934	C9orf96
ENSMMUG00000014383	CA1
ENSMMUG00000013737	CA10
ENSMMUG00000022161	CA11
